,edge,ligand_A,ligand_B,ddg_expt,ddg,ddg_booterr,ddg_BARerr,dg_water_rep1,dg_water_rep1_booterr,dg_water_rep1_BARerr,dg_water_rep2,dg_water_rep2_booterr,dg_water_rep2_BARerr,dg_water_rep3,dg_water_rep3_booterr,dg_water_rep3_BARerr,dg_protein_rep1,dg_protein_rep1_booterr,dg_protein_rep1_BARerr,dg_protein_rep2,dg_protein_rep2_booterr,dg_protein_rep2_BARerr,dg_protein_rep3,dg_protein_rep3_booterr,dg_protein_rep3_BARerr,target,group
791,edge_CHEMBL3259820_CHEMBL3265015,CHEMBL3259820,CHEMBL3265015 flip,4.5955504684448245,10.176666666666662,1.6102826621391717,2.331615371612991,39.54,0.44,0.42,38.67,0.35,0.34,38.38,0.41,0.36,46.75,1.21,3.61,51.91,1.47,2.99,48.46,2.1,3.6,syk,merck
792,edge_CHEMBL3265025_CHEMBL3259820,CHEMBL3265025 flip,CHEMBL3259820,-1.5741193923950196,-4.313333333333333,0.6872196059941612,0.7090841988435375,-131.28,0.26,0.28,-131.08,0.3,0.31,-131.49,0.34,0.31,-135.0,0.63,0.78,-134.8,0.6,0.65,-136.99,0.41,0.5,syk,merck
793,edge_CHEMBL3264997_CHEMBL3264994,CHEMBL3264997,docked CHEMBL3264994,4.929001274108886,7.470000000000006,3.0205588882709544,3.1941373853282067,-53.06,0.82,0.8,-57.94,1.03,1.02,-58.86,0.85,1.04,-50.57,2.19,4.82,-45.35,3.59,3.2,-51.53,4.5,3.68,syk,merck
794,edge_CHEMBL3264998_CHEMBL3264994,docked CHEMBL3264998,docked CHEMBL3264994,7.979456871032716,19.86333333333332,4.870271633613268,8.876837857994037,110.48,1.09,0.92,106.59,0.95,0.89,108.03,1.04,0.98,124.71,2.59,7.27,138.88,3.84,17.22,121.1,1.39,15.19,syk,merck
795,edge_CHEMBL3264995_CHEMBL3264996,CHEMBL3264995,CHEMBL3264996,7.178190162658692,-2.8933333333333167,1.401283928701888,1.7050667180781878,262.31,0.43,0.47,261.95,0.41,0.44,265.26,0.61,0.68,261.55,0.94,3.03,258.39,1.65,1.83,260.9,1.28,1.24,syk,merck
796,edge_CHEMBL3264997_CHEMBL3264995,CHEMBL3264997,CHEMBL3264995,-5.851341812133789,1.470000000000013,2.565016737628599,2.5875019385722964,-72.06,0.65,0.63,-73.24,0.56,0.64,-74.09,0.48,0.5,-74.72,0.7,0.67,-65.63,0.88,1.08,-74.63,0.68,0.7,syk,merck
797,edge_CHEMBL3264995_CHEMBL3264998,CHEMBL3264995,docked CHEMBL3264998,2.800886215209961,-1.153333333333336,1.4480197079027213,1.424388153165928,-94.88,0.5,0.59,-95.54,0.63,0.53,-94.25,0.43,0.49,-98.96,1.13,0.9,-94.51,0.96,1.13,-94.66,1.21,1.08,syk,merck
798,edge_CHEMBL3264995_CHEMBL3265001,CHEMBL3264995,CHEMBL3265001,1.4373442306518556,-0.1099999999999958,0.5879206470043449,0.6707861806214133,29.22,0.41,0.43,30.44,0.38,0.44,29.79,0.35,0.4,29.73,0.52,0.6,29.92,1.16,1.31,29.47,0.59,0.57,syk,merck
799,edge_CHEMBL3265003_CHEMBL3264995,CHEMBL3265003 tautomer 2,CHEMBL3264995,-6.529431869506836,4.083333333333343,1.5247995481731993,1.5508616056132507,-177.29,0.54,0.48,-176.79,0.43,0.48,-178.71,0.54,0.52,-176.54,0.88,1.05,-172.9,0.86,1.3,-171.1,0.97,1.09,syk,merck
800,edge_CHEMBL3264999_CHEMBL3264996,docked CHEMBL3264999 adjust,CHEMBL3264996,3.1301313781738282,-1.926666666666648,0.7130597096237703,0.7145861907707063,208.52,0.32,0.34,207.98,0.32,0.32,208.06,0.35,0.36,206.58,0.47,0.45,204.8,0.36,0.41,207.4,0.37,0.35,syk,merck
801,edge_CHEMBL3265003_CHEMBL3264996,CHEMBL3265003 tautomer 2,CHEMBL3264996,0.6487582931518552,0.193333333333328,0.5464898419072822,0.5663571954953945,84.59,0.32,0.32,84.9,0.33,0.34,84.63,0.32,0.35,85.32,0.47,0.45,85.52,0.48,0.46,83.86,0.41,0.62,syk,merck
802,edge_CHEMBL3264997_CHEMBL3264998,CHEMBL3264997,docked CHEMBL3264998,-3.050455596923828,-2.180000000000007,2.7588753685636305,4.4195532124329855,-168.76,0.8,0.73,-169.78,0.67,0.71,-169.7,0.81,0.95,-175.47,1.79,9.93,-165.33,1.01,4.11,-173.98,1.34,1.71,syk,merck
803,edge_CHEMBL3265000_CHEMBL3264997,redocked CHEMBL3265000 ground state,CHEMBL3264997,3.464575736999512,2.9033333333334213,2.6068149777647585,11.07041845362516,635.31,1.79,2.01,634.14,1.51,1.5,634.74,1.22,1.21,633.22,2.96,14.91,641.87,2.34,3.02,637.81,1.89,28.36,syk,merck
804,edge_CHEMBL3265002_CHEMBL3264999,CHEMBL3265002,docked CHEMBL3264999 adjust,-3.333566375732422,-0.8366666666666447,0.4451247180534798,0.4189496661133873,-163.59,0.37,0.37,-163.74,0.35,0.37,-163.68,0.32,0.32,-164.23,0.47,0.46,-164.3,0.74,0.65,-164.99,0.48,0.47,syk,merck
805,edge_CHEMBL3265000_CHEMBL3265001,redocked CHEMBL3265000 ground state,CHEMBL3265001,-0.9494218444824218,5.329999999999927,1.760966802094074,2.1167679786093654,592.17,0.92,1.15,595.86,1.25,1.26,593.44,0.86,1.01,601.68,0.93,2.44,598.97,1.34,2.87,596.81,1.89,1.89,syk,merck
806,edge_CHEMBL3265003_CHEMBL3265001,CHEMBL3265003 tautomer 2,CHEMBL3265001,-5.092087638854981,2.6100000000000136,1.601190136175062,1.6454512144823072,-141.73,0.32,0.34,-142.12,0.3,0.38,-141.57,0.46,0.37,-135.7,0.63,0.76,-139.88,1.03,1.05,-142.01,0.64,1.35,syk,merck
807,edge_CHEMBL3265003_CHEMBL3265002,CHEMBL3265003 tautomer 2,CHEMBL3265002,0.8521932907104491,2.1933333333333422,0.5916680446016126,0.6030463385678695,51.47,0.32,0.33,51.49,0.36,0.33,51.76,0.31,0.35,53.76,0.68,0.66,52.85,0.47,0.49,54.69,0.62,0.71,syk,merck
808,edge_CHEMBL3265004_CHEMBL3265002,docked CHEMBL3265004,CHEMBL3265002,1.0051326446533204,1.3333333333333357,0.8293255146819372,0.8248764172462927,-54.66,0.38,0.37,-54.34,0.33,0.33,-54.68,0.41,0.37,-54.97,0.57,0.6,-51.94,0.36,0.35,-52.77,0.47,0.52,syk,merck
809,edge_CHEMBL3265003_CHEMBL3265004,CHEMBL3265003 tautomer 2,docked CHEMBL3265004,-0.15293935394287086,0.7166666666666686,0.963839335359488,0.9754939683095268,105.39,0.29,0.35,105.18,0.31,0.32,104.67,0.36,0.34,107.89,0.4,0.56,104.14,0.49,0.45,105.36,0.34,0.38,syk,merck
810,edge_CHEMBL3265006_CHEMBL3265005,CHEMBL3265006,CHEMBL3265005,-1.5282323989868163,-3.023333333333312,0.510143947577381,0.5184140826621166,-141.46,0.29,0.28,-140.58,0.26,0.26,-140.04,0.26,0.26,-143.73,0.46,0.44,-143.29,0.42,0.49,-144.13,0.55,0.58,syk,merck
811,edge_CHEMBL3265009_CHEMBL3265005,CHEMBL3265009,CHEMBL3265005,-0.1074074859619139,0.2066666666666667,0.8902510492869686,0.8923537060473313,0.03,0.26,0.27,-0.07,0.31,0.26,-0.15,0.25,0.29,1.21,0.58,0.56,1.1,0.48,0.42,-1.88,0.4,0.55,syk,merck
812,edge_CHEMBL3265010_CHEMBL3265005,CHEMBL3265010,CHEMBL3265005,-0.7985653610229492,4.803333333333342,1.5385328870635828,1.5623994715007397,87.62,0.33,0.37,82.59,0.75,0.88,88.43,0.32,0.34,91.18,0.54,0.5,90.98,0.48,0.51,90.89,0.5,0.48,syk,merck
813,edge_CHEMBL3265005_CHEMBL3265011,CHEMBL3265005,CHEMBL3265011 flip,7.051769500732422,17.00333333333333,6.022435216873241,6.074007712474827,-63.96,0.29,0.3,-63.34,0.4,0.38,-64.35,0.36,0.38,-40.49,1.15,1.21,-61.44,1.65,2.6,-38.71,1.02,1.54,syk,merck
814,edge_CHEMBL3265017_CHEMBL3265005,CHEMBL3265017,CHEMBL3265005,4.869990600585938,4.293333333333322,1.050026556346609,1.1498393110485263,-163.91,0.32,0.39,-160.53,0.28,0.25,-163.2,0.35,0.38,-158.2,0.64,1.35,-159.25,0.82,1.07,-157.31,0.54,0.6,syk,merck
815,edge_CHEMBL3265009_CHEMBL3265006,CHEMBL3265009,CHEMBL3265006,1.4208249130249024,4.1766666666666765,0.7054275134223738,0.7546010688146064,140.62,0.25,0.28,140.8,0.3,0.3,140.56,0.26,0.26,145.22,0.71,0.77,145.77,0.63,0.75,143.52,0.76,0.85,syk,merck
816,edge_CHEMBL3265015_CHEMBL3265006,CHEMBL3265015 flip,CHEMBL3265006,-2.0113585968017578,-4.200000000000017,2.753044689295633,5.795956610100708,111.8,0.35,0.39,110.98,0.47,0.47,110.75,0.5,0.42,106.75,1.0,13.01,101.52,2.32,2.48,112.66,0.83,7.84,syk,merck
817,edge_CHEMBL3265011_CHEMBL3265008,CHEMBL3265011 flip,CHEMBL3265008,-4.796842742919922,-13.75666666666666,5.161106180492715,5.911106843504732,-48.46,0.53,0.78,-47.74,0.63,0.59,-46.13,0.64,0.64,-51.67,2.17,3.82,-59.22,1.56,1.85,-72.71,1.05,7.88,syk,merck
818,edge_CHEMBL3265012_CHEMBL3265008,CHEMBL3265012,CHEMBL3265008,3.1879370193481447,2.566666666666677,1.1697465396093076,1.198522086178331,-78.73,0.36,0.47,-77.75,0.33,0.4,-78.04,0.38,0.5,-76.86,0.73,0.76,-73.01,0.59,0.74,-76.95,0.64,0.75,syk,merck
819,edge_CHEMBL3265014_CHEMBL3265008,CHEMBL3265014,CHEMBL3265008,2.5768140411376956,4.069999999999993,1.7595076017814004,1.892409609269468,-87.33,0.53,0.71,-87.94,0.5,0.74,-84.65,0.49,0.57,-86.0,0.95,1.97,-80.13,0.78,0.71,-81.58,0.87,1.29,syk,merck
820,edge_CHEMBL3265009_CHEMBL3265010,CHEMBL3265009,CHEMBL3265010,0.6911578750610352,-3.980000000000004,2.244068963715736,2.288172019900582,-81.61,0.45,1.08,-88.59,0.3,0.3,-81.13,0.36,0.97,-89.89,0.67,0.66,-85.82,0.73,0.53,-87.56,0.81,0.7,syk,merck
821,edge_CHEMBL3265009_CHEMBL3265011,CHEMBL3265009,CHEMBL3265011 flip,6.944362014770508,17.92666666666666,1.748651543012972,1.7301810243551337,-63.05,0.35,0.35,-63.78,0.45,0.37,-62.99,0.39,0.35,-46.95,1.63,1.32,-41.54,1.17,0.94,-47.55,1.06,1.17,syk,merck
822,edge_CHEMBL3265015_CHEMBL3265009,CHEMBL3265015 flip,CHEMBL3265009,-3.43218350982666,-8.569999999999997,1.947569179317023,2.036131255385789,-27.92,0.41,0.44,-27.48,0.46,0.43,-29.47,0.51,0.47,-38.59,0.89,1.49,-39.41,1.41,1.23,-32.58,1.11,1.81,syk,merck
823,edge_CHEMBL3265011_CHEMBL3265010,CHEMBL3265011 flip,CHEMBL3265010,-6.253204139709473,-19.89333333333333,1.7858080357228,1.865836232253556,-24.95,0.3,0.37,-24.25,0.47,0.46,-23.49,0.41,0.46,-40.81,1.45,1.51,-46.84,1.6,1.36,-44.72,1.9,2.68,syk,merck
824,edge_CHEMBL3265029_CHEMBL3265010,CHEMBL3265029,CHEMBL3265010,4.15413754272461,-4.113333333333344,2.5584932669376994,2.5619698539202966,-274.42,0.93,0.84,-280.91,0.4,0.38,-281.13,0.57,0.53,-283.45,1.48,1.25,-279.49,2.32,2.26,-285.86,0.74,1.3,syk,merck
825,edge_CHEMBL3265037_CHEMBL3265010,CHEMBL3265037,CHEMBL3265010,11.01314176940918,6.473333333333244,4.265549281426427,4.963711716280237,-331.78,0.46,0.43,-323.02,1.16,1.61,-330.34,0.5,0.49,-328.98,2.09,2.29,-314.55,2.1,7.45,-322.19,1.95,1.83,syk,merck
826,edge_CHEMBL3265014_CHEMBL3265011,CHEMBL3265014,CHEMBL3265011 flip,7.373656784057617,17.79666666666667,3.217657346929556,3.95052773518236,-41.76,0.47,0.4,-41.01,0.46,0.44,-41.56,0.48,0.45,-18.84,2.6,2.57,-21.71,3.56,2.89,-30.39,0.97,6.9,syk,merck
827,edge_CHEMBL3265013_CHEMBL3265012,CHEMBL3265013,CHEMBL3265012,-3.0671704330444336,0.6033333333333353,1.1186648411802995,1.0977949010520387,-28.93,0.36,0.33,-27.68,0.38,0.36,-26.86,0.41,0.37,-25.03,0.85,0.79,-28.21,0.53,0.47,-28.42,0.52,0.56,syk,merck
828,edge_CHEMBL3265013_CHEMBL3265014,CHEMBL3265013,CHEMBL3265014,-2.4560474548339846,5.623333333333329,1.1699888403506995,1.528530127983037,-26.32,0.35,0.34,-23.5,0.7,0.7,-24.22,0.59,0.61,-19.66,1.29,1.83,-19.74,1.18,2.6,-17.77,1.06,1.72,syk,merck
829,edge_CHEMBL3265015_CHEMBL3265013,CHEMBL3265015 flip,CHEMBL3265013,-1.4054308242797853,-12.650000000000002,2.3932033086100057,4.151254057349846,-27.62,0.36,0.41,-29.32,0.4,0.41,-28.45,0.33,0.42,-35.84,1.83,2.48,-43.63,2.09,2.4,-43.87,0.97,10.05,syk,merck
830,edge_CHEMBL3265017_CHEMBL3265016,CHEMBL3265017,CHEMBL3265016,-0.8471816329956051,0.3199999999999932,0.4561027794897169,0.4557041120825881,-47.89,0.23,0.23,-48.48,0.22,0.28,-47.95,0.24,0.22,-47.61,0.27,0.25,-47.09,0.26,0.25,-48.66,0.26,0.31,syk,merck
831,edge_CHEMBL3265016_CHEMBL3265020,CHEMBL3265016,CHEMBL3265020,2.8718953399658202,2.960000000000001,0.497161555830098,0.5032148861930728,-55.98,0.24,0.25,-55.72,0.17,0.21,-55.65,0.24,0.26,-52.65,0.26,0.28,-51.99,0.32,0.33,-53.83,0.38,0.35,syk,merck
832,edge_CHEMBL3265016_CHEMBL3265022,CHEMBL3265016,CHEMBL3265022,3.7589587554931643,0.8566666666666691,0.7641105078988845,0.8148760099272296,54.56,0.28,0.29,53.02,0.3,0.29,53.42,0.22,0.24,53.97,0.5,0.64,53.69,0.57,0.96,55.91,0.48,0.53,syk,merck
833,edge_CHEMBL3265017_CHEMBL3265018,CHEMBL3265017,CHEMBL3265018,1.253233642578125,-2.069999999999993,0.286069836406238,0.289405041633202,-110.64,0.28,0.28,-110.17,0.29,0.26,-110.48,0.26,0.27,-112.69,0.34,0.4,-112.34,0.3,0.3,-112.47,0.34,0.32,syk,merck
834,edge_CHEMBL3265017_CHEMBL3265023,CHEMBL3265017,CHEMBL3265023,4.225996574401855,3.29,0.3508687413968184,0.3408211628681009,2.58,0.24,0.22,2.21,0.25,0.25,2.04,0.22,0.23,5.31,0.31,0.34,5.33,0.43,0.39,6.06,0.35,0.29,syk,merck
835,edge_CHEMBL3265017_CHEMBL3265026,CHEMBL3265017,CHEMBL3265026,0.5269303207397459,0.27999999999998687,0.5507515311505528,0.5736776246656696,98.5,0.28,0.27,98.54,0.26,0.26,98.24,0.23,0.25,99.85,0.36,0.37,98.29,0.35,0.51,97.98,0.4,0.55,syk,merck
836,edge_CHEMBL3265017_CHEMBL3265028,CHEMBL3265017,CHEMBL3265028,1.9957211074829102,2.256666666666668,2.366621039315244,2.365731014367884,-24.42,0.37,0.35,-26.11,0.4,0.35,-29.03,0.39,0.72,-19.8,0.41,0.41,-28.42,0.7,0.92,-24.57,0.74,0.64,syk,merck
837,edge_CHEMBL3265017_CHEMBL3265029,CHEMBL3265017,CHEMBL3265029,1.5144184188842773,0.9966666666666696,1.8436918374887878,1.896223506029405,24.65,0.4,0.8,27.04,0.63,0.63,31.1,0.34,0.31,29.1,0.69,1.01,26.43,0.44,1.03,30.25,0.5,0.48,syk,merck
838,edge_CHEMBL3265017_CHEMBL3265032,CHEMBL3265017,CHEMBL3265032,1.7506885528564453,4.166666666666671,1.5219647656002935,1.6484282535271275,90.2,0.45,0.45,91.39,0.49,0.49,87.19,0.45,0.74,93.32,0.94,1.61,91.93,0.99,0.93,96.03,0.56,1.42,syk,merck
839,edge_CHEMBL3265017_CHEMBL3265037,CHEMBL3265017,CHEMBL3265037,-5.344585807800294,-5.443333333333328,1.3887665179751654,1.4097420077280722,80.75,0.37,0.36,81.5,0.45,0.4,80.87,0.43,0.42,74.61,0.97,1.17,78.63,0.75,0.63,73.55,0.83,1.0,syk,merck
840,edge_CHEMBL3265018_CHEMBL3265020,CHEMBL3265018,CHEMBL3265020,0.7714800643920898,5.293333333333334,0.5406051895759147,0.549688292238834,5.69,0.22,0.24,5.76,0.24,0.26,5.7,0.24,0.26,10.8,0.4,0.42,10.13,0.41,0.52,12.1,0.38,0.32,syk,merck
841,edge_CHEMBL3265018_CHEMBL3265024,CHEMBL3265018,CHEMBL3265024,-2.4978963928222657,0.7800000000000011,0.5518278701787467,0.5686834024088364,87.85,0.25,0.26,87.82,0.28,0.27,88.49,0.27,0.28,89.46,0.54,0.62,87.77,0.36,0.39,89.27,0.39,0.4,syk,merck
842,edge_CHEMBL3265021_CHEMBL3265019,CHEMBL3265021,CHEMBL3265019,0.47568851470947265,-6.04666666666666,0.7656481911637502,0.76760859843405,56.98,0.24,0.24,56.56,0.2,0.22,56.72,0.25,0.23,50.47,0.31,0.29,52.32,0.49,0.43,49.33,0.32,0.5,syk,merck
843,edge_CHEMBL3265028_CHEMBL3265019,CHEMBL3265028,CHEMBL3265019,0.9757929000854492,-8.090000000000003,0.7821465133103565,0.7840394016763003,39.06,0.31,0.3,39.93,0.3,0.28,39.69,0.28,0.36,30.66,0.38,0.36,33.18,0.46,0.41,30.57,0.38,0.34,syk,merck
844,edge_CHEMBL3265029_CHEMBL3265019,CHEMBL3265029,CHEMBL3265019,1.4570955886840822,-6.823333333333332,0.8826663522521974,0.8974587166825716,-14.82,0.34,0.34,-14.3,0.37,0.39,-15.47,0.44,0.42,-19.98,0.54,0.5,-23.07,0.55,0.77,-22.01,0.53,0.57,syk,merck
845,edge_CHEMBL3265021_CHEMBL3265020,CHEMBL3265021,CHEMBL3265020,-0.47111178588867175,0.6566666666666592,0.4053442859330467,0.41193630767403183,-63.09,0.26,0.23,-62.86,0.23,0.25,-63.31,0.23,0.28,-61.71,0.32,0.31,-62.47,0.23,0.22,-63.11,0.26,0.26,syk,merck
846,edge_CHEMBL3265023_CHEMBL3265020,CHEMBL3265023,CHEMBL3265020,-2.2012828674316407,-0.3866666666666702,0.2959952125437958,0.299120872234776,-108.64,0.22,0.25,-108.18,0.29,0.27,-108.71,0.27,0.26,-108.62,0.28,0.33,-109.05,0.33,0.36,-109.02,0.34,0.29,syk,merck
847,edge_CHEMBL3265021_CHEMBL3265022,CHEMBL3265021,CHEMBL3265022,0.41595162963867177,-1.2800000000000011,0.9791285415149568,0.9857499085654026,42.65,0.28,0.25,42.51,0.21,0.23,42.62,0.24,0.23,43.56,0.37,0.35,40.61,0.46,0.52,39.77,0.38,0.42,syk,merck
848,edge_CHEMBL3265023_CHEMBL3265022,CHEMBL3265023,CHEMBL3265022,-1.314219451904297,-2.4466666666666663,0.489188461596205,0.5118407315986494,0.47,0.24,0.24,0.23,0.23,0.23,0.19,0.2,0.23,-1.44,0.44,0.57,-2.03,0.58,0.6,-2.98,0.48,0.5,syk,merck
849,edge_CHEMBL3265025_CHEMBL3265024,CHEMBL3265025 flip,CHEMBL3265024,-6.632813270568848,-2.620000000000001,0.94188869930408,1.025553712454334,12.9,0.28,0.35,12.68,0.28,0.35,13.04,0.24,0.34,8.95,0.66,0.89,12.23,0.96,1.08,9.58,0.58,1.1,syk,merck
850,edge_CHEMBL3265024_CHEMBL3265026,CHEMBL3265024,CHEMBL3265026,1.7715930709838865,2.3700000000000045,0.683473441167295,0.6930102226470428,114.71,0.29,0.27,114.6,0.22,0.23,114.7,0.23,0.26,117.38,0.34,0.34,118.19,0.39,0.37,115.55,0.37,0.39,syk,merck
851,edge_CHEMBL3265025_CHEMBL3265026,CHEMBL3265025 flip,CHEMBL3265026,-4.861220199584961,-1.9466666666666868,1.2972296496925402,1.4401657940957826,132.24,0.28,0.37,132.14,0.26,0.35,131.47,0.29,0.33,127.35,0.63,1.56,130.09,0.46,0.99,132.57,0.57,0.9,syk,merck
852,edge_CHEMBL3265028_CHEMBL3265027,CHEMBL3265028,CHEMBL3265027,2.846673454284668,2.606666666666662,0.6111103693969534,0.618665917261724,29.07,0.25,0.28,28.62,0.28,0.28,29.15,0.26,0.26,31.7,0.38,0.45,30.35,0.42,0.38,32.61,0.41,0.35,syk,merck
853,edge_CHEMBL3265029_CHEMBL3265027,CHEMBL3265029,CHEMBL3265027,3.327976142883301,2.9133333333333304,0.2519597008424623,0.2454148554717503,-25.62,0.27,0.27,-25.67,0.27,0.25,-25.72,0.24,0.24,-22.7,0.35,0.34,-22.72,0.39,0.32,-22.85,0.28,0.32,syk,merck
854,edge_CHEMBL3265032_CHEMBL3265027,CHEMBL3265032,CHEMBL3265027,3.091706008911133,5.379999999999996,0.6668326600172592,0.6896356908644853,-85.94,0.55,0.48,-84.93,0.49,0.43,-85.16,0.52,0.49,-80.12,0.7,0.66,-79.13,0.68,0.73,-80.64,0.74,0.91,syk,merck
855,edge_CHEMBL3265034_CHEMBL3265027,CHEMBL3265034,CHEMBL3265027,4.842394561767578,9.810000000000002,1.3297393091902252,1.393286158755453,10.95,0.42,0.49,10.28,0.52,0.49,10.45,0.44,0.42,19.73,1.08,1.36,18.19,0.58,0.95,23.19,0.76,0.76,syk,merck
856,edge_CHEMBL3265029_CHEMBL3265028,CHEMBL3265029,CHEMBL3265028,0.48130268859863246,1.6166666666666742,0.4313801642729867,0.4530417711167923,-55.07,0.31,0.32,-55.42,0.3,0.32,-55.09,0.3,0.33,-52.89,0.52,0.6,-54.02,0.4,0.44,-53.82,0.43,0.43,syk,merck
857,edge_CHEMBL3265037_CHEMBL3265028,CHEMBL3265037,CHEMBL3265028,7.340306915283205,4.213333333333324,1.5815104305943517,1.6024879207493476,-104.92,0.48,0.5,-108.36,0.56,0.51,-106.01,0.59,0.58,-100.18,0.66,0.7,-105.11,1.07,1.08,-101.36,0.77,1.11,syk,merck
858,edge_CHEMBL3265034_CHEMBL3265029,CHEMBL3265034,CHEMBL3265029,1.5144184188842773,2.7833333333333314,1.6192096918587764,1.5979173262331638,35.49,0.33,0.34,35.61,0.4,0.35,36.46,0.41,0.39,35.7,0.6,0.54,38.03,0.48,0.45,42.18,0.59,0.53,syk,merck
859,edge_CHEMBL3265031_CHEMBL3265030_n,CHEMBL3265031,CHEMBL3265030_n,2.539701438903809,2.920000000000016,1.2321125695307424,1.2472905931916851,143.29,0.41,0.43,144.71,0.38,0.4,143.35,0.45,0.45,145.67,0.68,0.97,145.16,0.82,0.74,149.28,0.81,0.73,syk,merck
860,edge_CHEMBL3265032_CHEMBL3265030_n,CHEMBL3265032,CHEMBL3265030_n,-1.6862951354980469,-0.9899999999999948,0.9021432824022096,0.9289623706246608,-64.18,0.36,0.39,-65.06,0.36,0.42,-64.72,0.36,0.34,-63.87,0.58,0.63,-67.04,0.48,0.68,-66.02,0.78,0.81,syk,merck
861,edge_CHEMBL3265035_CHEMBL3265030_n,CHEMBL3265035,CHEMBL3265030_n,-1.6538869476318359,0.8499999999999943,1.0130276021343565,0.9774158990136076,-36.73,0.54,0.49,-38.85,0.45,0.47,-38.36,0.41,0.42,-35.71,0.68,0.67,-38.43,1.22,0.98,-37.25,0.63,0.65,syk,merck
862,edge_CHEMBL3265031_CHEMBL3265032,CHEMBL3265031,CHEMBL3265032,4.225996574401855,1.0766666666666822,0.5439847514018739,0.5518206063037979,208.43,0.44,0.45,208.2,0.36,0.35,209.74,0.38,0.37,209.97,0.34,0.42,210.11,0.46,0.42,209.52,0.58,0.58,syk,merck
863,edge_CHEMBL3265031_CHEMBL3265033,CHEMBL3265031,CHEMBL3265033,1.0051286544799802,-2.509999999999991,0.9133549957663664,0.8289602107676597,-556.28,0.45,0.48,-557.43,0.38,0.44,-556.14,0.39,0.44,-560.08,1.94,1.34,-558.39,0.8,0.88,-558.91,0.6,0.55,syk,merck
864,edge_CHEMBL3265034_CHEMBL3265032,CHEMBL3265034,CHEMBL3265032,1.7506885528564453,-0.8499999999999943,0.5062256411226119,0.5140345173537466,141.68,0.28,0.26,142.09,0.25,0.28,141.81,0.26,0.29,140.28,0.32,0.36,141.99,0.33,0.44,140.76,0.5,0.43,syk,merck
865,edge_CHEMBL3265035_CHEMBL3265032,CHEMBL3265035,CHEMBL3265032,0.03240818786621068,-0.4733333333333398,1.1192901396245396,1.1555175010365617,27.84,0.44,0.43,27.39,0.4,0.39,27.01,0.38,0.4,25.47,0.58,0.58,29.4,0.55,1.07,25.95,0.71,0.71,syk,merck
866,edge_CHEMBL3265036_CHEMBL3265032,CHEMBL3265036,CHEMBL3265032,-2.723409019470215,1.0,0.9360324924772078,0.966758547397364,118.12,0.44,0.58,119.18,0.49,0.45,117.59,0.67,0.6,117.92,0.88,1.09,119.19,0.71,0.77,120.78,0.63,0.69,syk,merck
867,edge_CHEMBL3265037_CHEMBL3265032,CHEMBL3265037,CHEMBL3265032,7.095274360656739,-2.423333333333334,2.163321459420086,2.137576599305415,11.22,0.3,0.35,11.54,0.33,0.33,11.11,0.36,0.37,4.68,1.05,1.02,13.47,0.64,0.59,8.45,1.03,0.8,syk,merck
868,edge_CHEMBL3265035_CHEMBL3265033,CHEMBL3265035,CHEMBL3265033,-3.188459732055664,-4.540000000000077,1.7199972744661067,1.738607554932925,-711.91,0.63,0.61,-711.0,0.83,0.69,-708.23,0.8,0.89,-712.11,1.41,1.44,-717.29,1.25,1.41,-715.36,0.8,0.84,syk,merck
869,edge_CHEMBL3265037_CHEMBL3265033,CHEMBL3265037,CHEMBL3265033,3.8744064407348637,-1.6633333333334122,1.5670598974508183,1.5867960305227762,-739.85,0.92,0.96,-735.8,0.37,0.39,-735.83,0.41,0.44,-738.26,0.72,1.33,-737.64,0.64,0.53,-740.57,2.17,2.0,syk,merck
870,edge_CHEMBL3265036_CHEMBL3265034,CHEMBL3265036,CHEMBL3265034,-4.47409757232666,2.643333333333338,0.8253994693110631,0.8171511649690767,22.39,0.59,0.64,21.98,0.8,0.56,21.5,0.62,0.6,25.64,0.86,0.83,24.59,0.83,0.83,23.57,0.86,0.95,syk,merck
871,edge_CHEMBL3265035_CHEMBL3265036,CHEMBL3265035,CHEMBL3265036,2.7558172073364258,-0.98333333333332,1.5784224129883426,1.5711377985337511,-89.84,0.74,0.83,-91.17,0.52,0.75,-89.85,0.63,0.68,-93.34,0.95,0.9,-92.43,1.57,1.19,-88.04,0.75,0.97,syk,merck
872,edge_1b_1a,1b,1a,5.801564399719238,7.240000000000009,0.6860586080477646,0.7004641268664269,55.71,0.25,0.24,55.6,0.23,0.22,55.63,0.21,0.22,64.12,0.28,0.29,61.4,0.34,0.49,63.14,0.32,0.28,tnks2,merck
873,edge_3a_1a,3a,1a,10.2337412109375,15.993333333333336,1.088519021763497,1.0864233741911151,-7.73,0.36,0.34,-9.01,0.36,0.32,-8.56,0.35,0.32,7.53,0.57,0.53,9.63,0.56,0.5,5.52,0.66,0.86,tnks2,merck
874,edge_5a_1a,5a,1a,9.238129119873047,12.76333333333332,1.0004907376409593,1.021421348093955,76.82,0.31,0.33,76.59,0.29,0.35,76.7,0.28,0.34,87.26,0.59,0.51,90.95,0.53,0.7,90.19,0.77,0.79,tnks2,merck
875,edge_1b_5a,1b,5a,-3.4365647201538088,-5.086666666666666,0.5165060248155947,0.526819181762098,-26.36,0.3,0.3,-25.76,0.26,0.28,-25.63,0.31,0.31,-30.26,0.56,0.53,-31.2,0.57,0.61,-31.55,0.54,0.62,tnks2,merck
